turretcapmissile = 8
turretpd = 10
turretLR_PminusBeam = 2
turretbeamheavy = 5


{turretcapmissile;-2.381250;0.400000;-2.455606;0.226708;0.000000;0.973963;-0.000000;1.000000;0.000000;180.0}
{turretcapmissile;-3.243412;0.400000;-4.968820;-0.637206;0.000000;-0.770694;0.000000;1.000000;0.000000;180.0}
{turretcapmissile;2.644841;0.400000;-4.770843;1.000000;0.000000;0.000000;-0.000000;1.000000;0.000000;180.0}
{turretcapmissile;2.187699;0.400000;-2.384122;0.129257;0.000000;0.991611;0.000000;1.000000;0.000000;180.0}
{turretcapmissile;-3.073313;0.000000;-4.899379;-0.226708;0.000000;-0.973963;0.000000;-1.000000;-0.000000;180.0}
{turretcapmissile;2.882210;0.000000;-4.341503;-0.226708;0.000000;0.973963;-0.000000;-1.000000;0.000000;180.0}
{turretcapmissile;-1.312452;0.400000;5.613851;-0.315232;0.000000;0.949015;0.000000;1.000000;0.000000;180.0}
{turretcapmissile;1.262048;0.600000;5.714783;0.793417;0.000000;-0.608679;0.000000;1.000000;0.000000;180.0}
{turretpd;-2.381250;0.400000;-2.455606;0.226708;0.000000;0.973963;-0.000000;1.000000;0.000000;180.0}
{turretpd;-3.243412;0.400000;-4.968820;-0.637206;0.000000;-0.770694;0.000000;1.000000;0.000000;180.0}
{turretpd;2.644841;0.400000;-4.770843;1.000000;0.000000;0.000000;-0.000000;1.000000;0.000000;180.0}
{turretpd;2.187699;0.400000;-2.384122;0.129257;0.000000;0.991611;0.000000;1.000000;0.000000;180.0}
{turretpd;-3.073313;0.000000;-4.899379;-0.226708;0.000000;-0.973963;0.000000;-1.000000;-0.000000;180.0}
{turretpd;2.882210;0.000000;-4.341503;-0.226708;0.000000;0.973963;-0.000000;-1.000000;0.000000;180.0}
{turretpd;-1.312452;0.400000;5.613851;-0.315232;0.000000;0.949015;0.000000;1.000000;0.000000;180.0}
{turretpd;1.262048;0.600000;5.714783;0.793417;0.000000;-0.608679;0.000000;1.000000;0.000000;180.0}
{turretpd;-0.750000;0.800000;1.975000;1.000000;0.000000;0.000000;-0.000000;1.000000;0.000000;180.0}
{turretpd;0.750000;0.800000;2.033626;0.000000;0.000000;1.000000;0.000000;1.000000;0.000000;180.0}
{turretLR_PminusBeam;-0.000000;0.200000;13.616410;0.000000;0.000000;1.000000;0.000000;1.000000;0.000000;180.0}
{turretLR_PminusBeam;-0.000000;0.000000;13.757195;-0.543227;0.000000;-0.839586;0.000000;-1.000000;0.000000;180.0}
{turretbeamheavy;-0.000000;-0.200000;5.096140;-1.000000;0.000000;0.000000;-0.000000;-1.000000;0.000000;180.0}
{turretbeamheavy;0.500000;-0.200000;7.500000;-0.597359;0.000000;0.801974;-0.000000;-1.000000;0.000000;180.0}
{turretbeamheavy;-0.50000;-0.200000;7.500000;-0.597359;0.000000;0.801974;-0.000000;-1.000000;0.000000;180.0}
{turretbeamheavy;-0.381250;0.800000;-6.455606;0.226708;0.000000;0.973963;-0.000000;1.000000;0.000000;180.0}
{turretbeamheavy;0.381250;0.800000;-6.455606;0.226708;0.000000;0.973963;-0.000000;1.000000;0.000000;180.0}
